n,id,date,text,lang,source
29584,441339HAN339-12864749,2024-09-19,The government needs to build more housing co-ops and take care of existing housing co-ops.,EN,parliament
11519,www_ledevoir_com_monde_etats-unis_814046_donald-trump-veut-transformer-verdict-culpabilite-or_20240531_230410,2024-05-31,"Et quelques jours après avoir été condamné au civil à payer des amendes de plus de 355 millions $US pour un cas fraude commerciale, il avait lancé une ligne d’espadrilles de couleurs or à 400 $US la paire — depuis longtemps en rupture de stock.",FR,headlines
29080,441330HAN330-12819179,2024-06-12,The amendment is needed to ensure that the information sharing provisions found in the bill are the same for individuals and entities.,EN,parliament
21546,441316HAN316-12757351,2024-05-23,This includes taking actions on sanctioning extremist settlers.,EN,parliament
17123,ici_radio-canada_ca_info_en-direct_1012044_ouragan-milton-vents-dommages-catastrophe_20241009_171326,2024-10-09,"S'adressant aux citoyens de cette ville de la côte ouest de la Floride, qui se préparent à l'arrivée de l'ouragan Milton, Mme Castor a ajouté : Je n'ai jamais vu d'évacuation de cette ampleur.",FR,headlines
9270,montrealgazette_com_news_local-news_exterior-wall-of-st-henri-triplex-collapses-leaving-gaping-hole-in-side_20240827_180334,2024-08-27,She added that it seemed like perhaps the hole in the neighbouring lot had been dug too close to the existing unit.,EN,headlines
33743,441358HAN358-12943974,2024-10-24,"Nous avons besoin d'une transparence totale et de mécanismes de responsabilité clairs pour garantir que tous les abus sont non seulement signalés, mais également traités avec la rigueur qu'ils méritent.Devant ces manquements graves, nous avons demandé à la vérificatrice générale du Canada de se familiariser avec le dossier et de réaliser un examen approfondi de la politique du sport au Canada.",FR,parliament
12389,www_ledevoir_com_culture_823806_maison-natale-rene-levesque-revient-loin_20241116_132327,2024-11-16,La figure de l’ancien premier ministre apparaissait controversée dans cette portion de la Gaspésie.,FR,headlines
29572,441343HAN343-12882445,2024-09-25,"I suspect, on average, each one has said it 10 times.",EN,parliament
11045,www_lapresse_ca_international_moyen-orient_2024-08-31_israel-et-le-hamas-en-guerre-jour-330_combats-a-jenine-au-quatrieme-jour-d-une-operation-israelienne-en-cisjordanie_php_20240901_010330,2024-09-01,"Tous des « terroristes », a dit l’armée.",FR,headlines
37873,441290HAN290-12630051,2024-03-18,"Plus on attend, plus on se borne à demander un cessez-le-feu, plus il y a de souffrance, et ce n'est pas de cette façon que nous sauverons des vies.",FR,parliament
30416,441310HAN310-12723973,2024-05-07,"Que dit-il à ces enfants qui bénéficient peut-être du programme national d'alimentation, mais qui se heurtent encore à des obstacles pour terminer leur 12e année en étant au même niveau que les autres Canadiens?",FR,parliament
26731,441305HAN305-12703514,2024-04-30,This is going to have serious repercussions for our children's and grandchildren's futures.,EN,parliament
33659,441285HAN285-12602660,2024-02-26,"C'est la raison pour laquelle nous avons de bonnes conversations avec le ministre Dubé et le gouvernement du Québec au sujet de l'amélioration de la qualité des soins de santé.Il est essentiel pour tous les Québécois et toutes les Québécoises d'avoir accès à des soins dentaires, à un bon système de santé.",FR,parliament
27661,441296HAN296-12663378,2024-04-09,"This meeting could simply set the record straight on what the federal government needs to do and also remind it that its management of the country is disastrous and that it cannot even achieve its own objectives in areas under its own jurisdiction.That being said, if everyone does their job and works together as a real team, all of us federal, provincial and municipal legislators could help our economy thrive and help all Canadians live better.",EN,parliament
14818,www_ledevoir_com_monde_etats-unis_816466_trump-evacue-meeting-campagne-pennsylvanie-detonations-entendues_20240714_154349,2024-07-14,"Des images non vérifiées montrent le corps de l’assaillant présumé, gisant sur le toit incliné d’un bâtiment bas d’où il a tiré.",FR,headlines
11124,www_journaldemontreal_com_2024_06_29_trois-residences-principales-sur-airbnb-un-proprio-raconte-comment-il-a-pu-facilement-dejouer-les-regles_20240630_085337,2024-06-30,"«Depuis les dernières semaines, c’est demandé comme une barrière à l’entrée.",FR,headlines
24196,441311HAN311-12729829,2024-05-08,We will continue to invest in Canadians.,EN,parliament
9245,vancouversun_com_news_neighbours-clash-coquitlam-land-assembly-blocked-by-1960s-covenant_20240821_194359,2024-08-21,Some homeowners had thought the recent provincial legislation would render the covenants obsolete and are pressing for Victoria to close what they see as a loophole.,EN,headlines
34910,441311HAN311-12732579,2024-05-08,"Monsieur le Président, plus tôt, un député ministériel nous a dit que le gouvernement ne s'était pas trompé, affirmant implicitement que le gouvernement a eu raison de ne pas informer le député concerné et d'autres députés que leurs comptes de courriels personnels avaient possiblement été visés par une attaque d'une puissance étrangère.",FR,parliament
28352,441313HAN313-12739605,2024-05-10,Can the parliamentary secretary to the Minister of International Trade kindly update the House as to how the government is standing up for free trade on the global stage?,EN,parliament
38287,441367HAN367-12979010,2024-11-06,Le plan en matière de logement du chef conservateur consiste à supprimer des projets et des investissements en logement partout au pays.,FR,parliament
23607,441321HAN321-12780320,2024-05-30,"For example, if someone went to a provider or manufacturer of drugs and bought 10 million pills rather than 10,000 pills, I am sure they would get those pills at a cheaper cost, so there are savings there.",EN,parliament
35250,441352HAN352-12917244,2024-10-09,"Rose, saluons le travail exceptionnel du documentariste.",FR,parliament
36422,441278HAN278-12567296,2024-02-08,"Je viens de rentrer de Genève, où mes homologues en ont fait la remarque, en particulier lors d’un forum consacré à cette question.Il est clair que nous pouvons en faire davantage.",FR,parliament
13993,www_lapresse_ca_international_moyen-orient_2024-12-09_chute-de-bachar-al-assad_et-maintenant_php_20241209_105336,2024-12-09,"« Les gens célèbrent en ce moment, mais la réalité, c’est qu’on en sait très peu sur ce qui s’en vient, sur le nouveau régime qui se mettra en place.",FR,headlines
39635,441386HAN386-13060453,2024-12-10,"Monsieur le Président, je vais reprendre du début afin que la Chambre sache très clairement de quoi il est question.Je propose que la motion soit modifiée par substitution, aux mots « renverser le projet de loi libéral C‑5 », des mots « réembaucher les 1 100 agents frontaliers et plus que le gouvernement conservateur précédent avait supprimés pour empêcher l'entrée illégale d'armes à feu en provenance des États‑Unis.",FR,parliament
17866,www_lapresse_ca_sports_jeux-olympiques_2024-07-29_natation_summer-mcintosh-rafle-l-or-au-400-m-quatre-nages_php_20240729_220358,2024-07-29,"Il s’agit de sa deuxième présence aux Jeux olympiques, elle qui, à seulement 14 ans, avait terminé au quatrième rang dans deux épreuves à Tokyo en 2021.",FR,headlines
17650,www_journaldemontreal_com_2024_12_22_emil-heineman-occupe-le-troisieme-rang-des-recrues-de-la-lnh-derriere-matvei-michkov-et-macklin-celebrini_20241222_221326,2024-12-22,"«La constance, c’est un aspect sur lequel je travaille depuis l’an passé.",FR,headlines
18446,www_lapresse_ca_international_etats-unis_2024-09-27_rencontre-avec-volodymyr-zelensky_trump-s-engage-a-resoudre-la-guerre-en-ukraine_php_20240927_164332,2024-09-27,"Une rencontre entre les deux hommes avait été évoquée au cours des derniers jours, à l’occasion du passage de M.",FR,headlines
3789,nationalpost_com_opinion_chris-selley-harjit-sajjan-goes-to-a-taylor-swift-show-for-charity-you-see_20241206_072328,2024-12-06,Gifts given by relatives or friends are one exception.,EN,headlines
35680,441383HAN383-13047896,2024-12-05,"J'ai remarqué que, depuis 2015, année où le gouvernement actuel est arrivé au pouvoir, la croissance cumulative du PIB du Canada n'atteint même pas la moitié de la croissance du PIB des États‑Unis.",FR,parliament
11613,ici_radio-canada_ca_nouvelle_2136437_donald-trump-tarifs-douaniers-canada-etats-unis_20250201_103349,2025-02-01,"Une autre possibilité, prônée par le nouveau secrétaire au Trésor américain, Scott Bessent, est l’imposition de tarifs universels de 2,5 % qui augmenteraient progressivement.",FR,headlines
1095,www_ctvnews_ca_politics_byelection-results-justin-trudeau-handed-his-second-byelection-upset-in-recent-months-1_7040763_20240917_121329,2024-09-17,"NDP candidate and local business improvement leader Leila Dance held on to the longtime New Democrat-held riding, winning with 48.1 per cent of the vote according to Elections Canada’s preliminary results.",EN,headlines
4725,www_ctvnews_ca_business_huge-ransoms-paid-out-by-some-canadian-businesses-amid-rising-cyberattacks-statcan-1_7082104_20241022_101329,2024-10-22,"Canadian businesses spent $1.2 billion recovering from cybersecurity incidents last year, double what was paid a couple of years earlier.",EN,headlines
29072,441333HAN333-12832893,2024-06-17,"That is why the Harper government was always in deficit, It was massive financial mismanagement.",EN,parliament
23272,441297HAN297-12667117,2024-04-10,"At least, it is a commitment that I believe will go a long way to providing stability and allowing members of the Canadian Forces to continue the fine work they are doing today.",EN,parliament
30144,441277HAN277-12563948,2024-02-07,"Comme il est 15 h 21, la Chambre procédera maintenant au vote par appel nominal différé sur la motion d'adoption du 15e rapport du Comité permanent des finances concernant la prolongation du délai pour étudier le projet de loi C‑323, Loi modifiant la Loi sur la taxe d’accise (services de santé mentale).",FR,parliament
15774,www_tvanouvelles_ca_2024_09_28_le-chef-du-hezbollah-hassan-nasrallah-mort-selon-israel_20240928_114328,2024-09-28,"En 2006, lors de la dernière guerre entre Israël et le Hezbollah, le dirigeant du mouvement avait disparu pendant deux jours et des rumeurs avaient fait état de sa mort, avant qu’il ne réapparaisse, a ajouté cette source.",FR,headlines
27728,441384HAN384-13049924,2024-12-06,"moved:                                       That, given that,                                                                        (i) Canadians are facing an affordability crisis and need more than temporary relief,                                                                         (ii) the government’s $250 Working Canadians Rebate would exclude many workers and other Canadians who need it the most,                                                                        (iii) the 2021 Conservative Party platform included a one-time GST holiday,                                                                        the House call on the government to:                                                                        (a) permanently remove the GST from essential goods, including home heating, grocery meals, Internet and mobile phone bills, diapers and kids’ clothes;                                                                        (b) expand the rebate to include all adults whose income is under the threshold and did not earn employment income in 2023, so that people like recent graduates trying to enter the workforce, retired seniors, people with disabilities, injured workers, workers on parental leave and long-term sick leave, and others in need are included; and                                                                        (c) pay for that measure by putting in place an excess profit tax targeting the largest and most profitable corporations.",EN,parliament
